scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-10-04,21:01,1.0,USA,331505144,7617110,15333,214424,147,4832989,14480,2569697,14185,22977,647,111016917,334887,1.0
2020-10-04,21:01,3.0,India,1383493334,6573678,26265,101997,185,5527934,21202,943747,8944,4752,74,78992534,57096,3.0
2020-10-04,21:01,2.0,Brazil,212949768,4906833,,146011,,4248574,,512248,8318,23042,686,17900000,84057,2.0
2020-10-04,21:01,4.0,Russia,145950806,1215001,10499,21358,107,979143,3284,214500,2300,8325,146,47683832,326712,4.0
2020-10-04,21:01,8.0,Colombia,51022157,848147,,26556,,757801,,63790,2220,16623,520,3861628,75685,2.0
2020-10-04,21:01,6.0,Peru,33089123,824985,,32665,,700868,,91452,1311,24932,987,3939873,119069,2.0
2020-10-04,21:01,9.0,Spain,46759508,810807,,32086,,,,,1566,17340,686,12723989,272116,4.0
2020-10-04,21:01,12.0,Argentina,45302542,790818,,20795,,626114,,143909,3820,17456,459,2051037,45274,2.0
2020-10-04,21:01,7.0,Mexico,129280692,757953,4863,78880,388,545530,4012,133543,2324,5863,610,1997375,15450,1.0
2020-10-04,21:01,5.0,South Africa,59500056,679716,,16938,,612763,,50015,539,11424,285,4251513,71454,5.0
2020-10-04,21:01,19.0,France,65311128,606625,,32198,,97778,,476649,1276,9288,493,11174392,171095,4.0
2020-10-04,21:01,13.0,UK,67978425,480017,,42317,,,,,368,7061,623,25048460,368477,4.0
2020-10-04,21:01,11.0,Iran,84267984,471772,3653,26957,211,389966,2291,54849,4154,5598,320,4123173,48929,3.0
2020-10-04,21:01,10.0,Chile,19158488,470179,1708,12979,60,442070,1189,15130,856,24542,677,3466553,180941,2.0
2020-10-04,21:01,21.0,Iraq,40449405,379141,3210,9399,52,307482,3817,62260,523,9373,232,2349433,58083,3.0
2020-10-04,21:01,15.0,Bangladesh,165111213,368690,1125,5348,23,281656,1587,81686,,2233,32,1989664,12050,3.0
2020-10-04,21:01,14.0,Saudi Arabia,34951895,336387,390,4875,25,321485,511,10027,955,9624,139,6678019,191063,3.0
2020-10-04,21:01,17.0,Italy,60438534,325329,2578,35986,18,231914,697,57429,303,5383,595,11784105,194977,4.0
2020-10-04,21:01,18.0,Turkey,84572067,324443,1429,8441,57,285050,1182,30952,1475,3836,100,10806285,127776,3.0
2020-10-04,21:01,22.0,Philippines,109953871,322497,3190,5776,100,273079,18065,43642,1758,2933,53,3873843,35232,3.0
2020-10-04,21:01,16.0,Pakistan,221976672,314616,632,6513,6,298968,375,9135,513,1417,29,3644762,16420,3.0
2020-10-04,21:01,23.0,Indonesia,274266435,303498,3992,11151,96,228453,3401,63894,,1107,41,3488141,12718,3.0
2020-10-04,21:01,20.0,Germany,83853604,300850,822,9599,2,261900,1100,29351,373,3588,114,16999253,202725,4.0
2020-10-04,21:01,30.0,Israel,9197590,265932,1489,1707,25,194976,3725,69249,890,28913,186,3703125,402619,3.0
2020-10-04,21:01,28.0,Ukraine,43664440,226462,4140,4397,44,100107,1370,121958,177,5186,101,2362857,54114,4.0
2020-10-04,21:01,24.0,Canada,37827405,166116,1645,9480,18,140230,1363,16406,126,4391,251,7563615,199951,1.0
2020-10-04,21:01,27.0,Ecuador,17711304,140351,,11597,,112296,,16458,366,7924,655,451098,25469,2.0
2020-10-04,21:01,26.0,Bolivia,11713696,136569,350,8073,28,97105,451,31391,71,11659,689,306481,26164,2.0
2020-10-04,21:01,38.0,Romania,19203798,135900,1835,5003,56,108135,1077,22762,598,7077,261,2510209,130714,4.0
2020-10-04,21:01,42.0,Netherlands,17144746,135892,4003,6454,5,,,,174,7926,376,2449577,142876,4.0
2020-10-04,21:01,49.0,Morocco,37022670,131228,,2293,,108687,,20248,440,3545,62,2689136,72635,5.0
2020-10-04,21:01,36.0,Belgium,11602714,127623,3389,10044,7,19645,74,97934,184,10999,866,3368218,290296,4.0
2020-10-04,21:01,25.0,Qatar,2807805,126498,159,216,,123475,173,2807,58,45052,77,795768,283413,3.0
2020-10-04,21:01,34.0,Panama,4332053,114653,,2414,,91195,,21044,112,26466,557,499050,115199,1.0
2020-10-04,21:01,32.0,Dominican Republic,10875874,114480,554,2134,6,90366,731,21980,170,10526,196,493091,45338,1.0
2020-10-04,21:01,29.0,Kazakhstan,18834250,108177,71,1725,,103205,95,3247,221,5744,92,2964281,157388,3.0
2020-10-04,21:01,37.0,Kuwait,4286672,107025,567,624,4,99040,605,7361,142,24967,146,757815,176784,3.0
2020-10-04,21:01,31.0,Egypt,102822853,103575,,5970,,97274,,331,41,1007,58,135000,1313,5.0
2020-10-04,21:01,35.0,Oman,5139093,101270,2685,977,42,90296,1768,9997,210,19706,190,376700,73301,3.0
2020-10-04,21:01,43.0,Poland,37835758,100074,1934,2630,26,73003,794,24441,191,2645,70,3447281,91112,4.0
2020-10-04,21:01,41.0,UAE,9921012,98801,1041,426,,88123,1001,10252,,9959,43,10132865,1021354,3.0
2020-10-04,21:01,33.0,Sweden,10115558,94283,,5895,,,,,20,9321,583,1661484,164250,4.0
2020-10-04,21:01,40.0,Guatemala,17999491,93963,215,3293,8,82454,414,8216,5,5220,183,337896,18773,1.0
2020-10-04,21:01,64.0,Nepal,29269640,86823,2253,535,7,64069,1329,22219,,2966,18,1074448,36709,3.0
2020-10-04,21:01,44.0,Japan,126374773,85339,571,1597,7,78315,508,5427,133,675,13,2166131,17141,3.0
2020-10-04,21:01,70.0,Czechia,10714158,81711,1106,722,11,43991,4918,36998,245,7626,67,1449352,135274,4.0
2020-10-04,21:01,39.0,Belarus,9448510,79852,,851,,75148,,3853,,8451,90,1897263,200800,4.0
2020-10-04,21:01,61.0,Costa Rica,5106094,79182,,950,,45007,,33225,213,15507,186,238248,46660,1.0
2020-10-04,21:01,46.0,Portugal,10188902,79151,904,2005,10,50207,362,26939,105,7768,197,2647756,259867,4.0
2020-10-04,21:01,47.0,Honduras,9944686,78788,519,2399,13,29187,209,47202,26,7923,241,184962,18599,1.0
2020-10-04,21:01,56.0,Ethiopia,115676367,77860,,1214,,32325,,44321,278,673,10,1293469,11182,5.0
2020-10-04,21:01,57.0,Venezuela,28414787,77646,,649,,68098,,8899,215,2733,23,1957439,68888,2.0
2020-10-04,21:01,50.0,Bahrain,1716095,72310,,259,1,66813,,5238,55,42136,151,1468655,855812,3.0
2020-10-04,21:01,48.0,Nigeria,207418401,59287,,1113,,50718,,7456,7,286,5,532765,2569,5.0
2020-10-04,21:01,58.0,Uzbekistan,33592925,58421,183,479,2,54854,,3088,252,1739,14,1377915,41018,3.0
2020-10-04,21:01,45.0,Singapore,5862214,57812,12,27,,57575,13,210,,9862,5,2885545,492228,3.0
2020-10-04,21:01,62.0,Moldova,4031503,56579,691,1366,13,40955,480,14258,685,14034,339,292588,72575,4.0
2020-10-04,21:01,55.0,Switzerland,8670968,54384,,2077,1,45800,,6507,33,6272,240,1391498,160478,4.0
2020-10-04,21:01,53.0,Armenia,2964686,52496,571,977,5,44672,89,6847,,17707,330,306965,103540,3.0
2020-10-04,21:01,54.0,Algeria,44051725,51995,,1756,,36482,,13757,23,1180,40,,,5.0
2020-10-04,21:01,67.0,Austria,9019705,48146,714,813,4,38629,584,8704,103,5338,90,1686373,186965,4.0
2020-10-04,21:01,52.0,Kyrgyzstan,6551552,47428,244,1066,,43418,140,2944,24,7239,163,267718,40863,3.0
2020-10-04,21:01,51.0,Ghana,31236477,46829,26,303,,46060,54,466,4,1499,10,488427,15636,5.0
