Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id,scrap_date,scrap_time
98,Luxembourg,627258,7469,,124,,6739,,606,3,11907,198,685935,1093545,4,18/08/2020,
97,Croatia,4101820,6855,199,166,,5318,64,1371,11,1671,40,140471,34246,4,18/08/2020,
99,Mauritania,4664413,6762,,157,,6018,,587,3,1450,34,58147,12466,5,18/08/2020,
100,Maldives,541735,5909,,23,,3488,,2398,12,10908,42,97211,179444,3,18/08/2020,
104,Djibouti,989819,5372,,59,,5211,,102,,5427,60,63299,63950,5,18/08/2020,
101,Zimbabwe,14890308,5308,,135,,3848,,1325,,356,9,149748,10057,5,18/08/2020,
103,Malawi,19189744,5125,,162,,2690,,2273,4,267,8,39764,2072,5,18/08/2020,
105,Hungary,9657050,4970,24,609,1,3631,1,730,6,515,63,383411,39703,4,18/08/2020,
106,Equatorial Guinea,1408394,4821,,83,,2182,,2556,,3423,59,44356,31494,5,18/08/2020,
108,CAR,4840279,4667,,61,,1748,,2858,2,964,13,30681,6339,5,18/08/2020,
107,Hong Kong,7504867,4561,36,70,1,3677,78,814,31,608,9,780415,103988,3,18/08/2020,
102,Namibia,2546649,4464,120,37,1,2407,28,2020,18,1753,15,42945,16863,5,18/08/2020,
110,Nicaragua,6634631,4115,,128,,2913,,1074,,620,19,,,1,18/08/2020,
109,Montenegro,628077,4085,,80,,2986,,1019,,6504,127,42735,68041,4,18/08/2020,
111,Eswatini,1161709,3894,,73,,2371,,1450,11,3352,63,28380,24430,5,18/08/2020,
112,Congo,5534600,3831,,76,,1625,,2130,,692,14,,,5,18/08/2020,
116,Thailand,69823143,3381,3,58,,3198,4,125,1,48,0.8,749213,10730,3,18/08/2020,
113,Cuba,11325692,3364,,88,,2692,,584,2,297,8,327689,28933,1,18/08/2020,
119,Somalia,15946390,3257,,93,,2374,,790,2,204,6,,,5,18/08/2020,
115,Cabo Verde,556762,3203,,36,,2336,,831,,5753,65,61633,110699,5,18/08/2020,
120,Mayotte,273617,3160,,39,,2964,,157,1,11549,143,13000,47512,5,18/08/2020,
114,Suriname,587311,3077,,48,,2138,,891,13,5239,82,4835,8232,2,18/08/2020,
117,Slovakia,5459994,2922,15,31,,1980,11,911,6,535,6,296902,54378,4,18/08/2020,
118,Mozambique,31360382,2914,,19,,1196,,1699,,93,0.6,78877,2515,5,18/08/2020,
121,Sri Lanka,21425054,2900,,11,,2755,79,134,1,135,0.5,166737,7782,3,18/08/2020,
124,Mali,20320503,2640,,125,,1987,,528,,130,6,32039,1577,5,18/08/2020,
122,Rwanda,12991225,2540,,8,,1661,,871,,196,0.6,338288,26040,5,18/08/2020,
127,South Sudan,11210515,2490,,47,,1175,,1268,,222,4,12044,1074,5,18/08/2020,
125,Lithuania,2716988,2474,38,81,,1733,28,660,6,911,30,584641,215180,4,18/08/2020,
126,Slovenia,2078976,2456,27,129,,2052,,275,3,1181,62,144831,69665,4,18/08/2020,
123,Tunisia,11834515,2314,129,57,1,1370,8,887,8,196,5,115376,9749,5,18/08/2020,
129,Estonia,1326654,2200,8,63,,1990,14,147,,1658,47,136137,102617,4,18/08/2020,
131,Guinea-Bissau,1973679,2117,,33,,1015,,1069,5,1073,17,1500,760,5,18/08/2020,
128,Gambia,2424802,2116,244,63,,415,14,1638,,873,26,6312,2603,5,18/08/2020,
134,Benin,12161552,2063,,39,,1690,,334,,170,3,107057,8803,5,18/08/2020,
135,Iceland,341532,2027,13,10,,1895,7,122,1,5935,29,183283,536650,4,18/08/2020,
136,Sierra Leone,7997054,1956,,69,,1506,,381,,245,9,,,5,18/08/2020,
133,Angola,32987172,1935,,88,,632,,1215,24,59,3,64747,1963,5,18/08/2020,
137,Yemen,29906685,1882,,535,,1045,,302,,63,18,120,4,3,18/08/2020,
132,Syria,17552414,1764,,68,,425,,1271,,100,4,,,3,18/08/2020,
139,New Zealand,5002100,1643,12,22,,1531,,90,6,328,4,616377,123224,,18/08/2020,
130,Uganda,45911477,1603,43,15,,1165,,423,,35,0.3,329542,7178,5,18/08/2020,
143,Uruguay,3475317,1457,,40,,1205,,212,3,419,12,147594,42469,2,18/08/2020,
141,Jordan,10216180,1438,40,11,,1243,2,184,3,141,1,705920,69098,3,18/08/2020,
140,Malta,441698,1423,48,9,,766,7,648,,3222,20,161057,364631,4,18/08/2020,
144,Cyprus,1208502,1351,,20,,870,,461,5,1118,17,239630,198287,3,18/08/2020,
146,Georgia,3988139,1351,10,17,,1092,,242,,339,4,301183,75520,3,18/08/2020,
138,Bahamas,393729,1329,,19,,191,,1119,1,3375,48,7690,19531,1,18/08/2020,
147,Latvia,1883314,1323,,33,1,1093,15,197,,702,18,228758,121466,4,18/08/2020,
148,Botswana,2357505,1308,,3,,136,,1169,1,555,1,87280,37022,5,18/08/2020,
149,Burkina Faso,20972143,1280,,55,,1018,,207,,61,3,,,5,18/08/2020,
150,Liberia,5072200,1277,,82,,803,,392,,252,16,,,5,18/08/2020,
152,Niger,24307929,1167,,69,,1078,,20,,48,3,9052,372,5,18/08/2020,
151,Togo,8302429,1154,,27,,858,,269,2,139,3,53475,6441,5,18/08/2020,
145,Jamaica,2962865,1129,16,14,,764,,351,1,381,5,46924,15837,1,18/08/2020,
142,Aruba,106826,1121,,4,,212,,905,,10494,37,16261,152219,1,18/08/2020,
154,Andorra,77281,1005,,53,,869,,83,1,13004,686,3750,48524,4,18/08/2020,
155,Vietnam,97451765,989,6,26,2,526,59,437,,10,0.3,723596,7425,3,18/08/2020,
157,Chad,16482189,959,,76,,865,,18,,58,5,,,5,18/08/2020,
156,Lesotho,2144452,946,,30,,271,,645,,441,14,11097,5175,5,18/08/2020,
160,Sao Tome and Principe,219666,885,,15,,821,,49,,4029,68,3279,14927,5,18/08/2020,
153,Réunion,896143,880,,5,,657,,218,4,982,6,35419,39524,5,18/08/2020,
162,Diamond Princess,,712,,13,,651,,48,4,,,,,,18/08/2020,
159,Guyana,787050,709,,23,,349,,337,3,901,29,6046,7682,2,18/08/2020,
163,San Marino,33940,702,3,42,,657,,3,,20684,1237,6399,188539,4,18/08/2020,
165,Channel Islands,174070,609,,47,,545,,17,,3499,270,68985,396306,4,18/08/2020,
158,Trinidad and Tobago,1400086,600,12,12,,140,,448,3,429,9,16051,11464,1,18/08/2020,
161,Guadeloupe,400133,510,,14,,289,,207,2,1275,35,22696,56721,1,18/08/2020,
166,Tanzania,59937723,509,,21,,183,,305,7,8,0.4,,,5,18/08/2020,
167,Taiwan,23822490,486,1,7,,450,,29,,20,0.3,84446,3545,3,18/08/2020,
164,Belize,398529,475,23,4,1,38,3,433,3,1192,10,5281,13251,1,18/08/2020,
169,Burundi,11932905,413,,1,,336,,76,,35,0.08,19993,1675,5,18/08/2020,
170,Comoros,871884,405,,7,,379,,19,,465,8,,,5,18/08/2020,
171,Faeroe Islands,48887,377,4,,,235,6,142,,7712,,72346,1479862,4,18/08/2020,
168,Myanmar,54457334,376,,6,,331,,39,,7,0.1,136153,2500,3,18/08/2020,
175,Mauritius,1272048,346,,10,,334,,2,,272,8,205285,161381,5,18/08/2020,
176,Isle of Man,85092,336,,24,,312,,0,,3949,282,9301,109305,4,18/08/2020,
177,Martinique,375226,336,,16,,98,,222,2,895,43,12227,32586,1,18/08/2020,
174,Papua New Guinea,8968110,333,,3,,110,,220,,37,0.3,13361,1490,,18/08/2020,
173,Sint Maarten,42938,326,9,17,,107,,202,3,7592,396,1917,44646,1,18/08/2020,
172,Turks and Caicos,38784,298,,2,,55,,241,3,7684,52,1841,47468,1,18/08/2020,
180,Mongolia,3284932,298,,,,278,2,20,1,91,,44980,13693,3,18/08/2020,
178,Eritrea,3552650,285,,,,248,,37,,80,,,,5,18/08/2020,
181,Cambodia,16748331,273,,,,238,,35,1,16,,81637,4874,3,18/08/2020,
182,Gibraltar,33690,222,5,,,195,1,27,,6589,,27865,827100,4,18/08/2020,
179,French Polynesia,281120,211,,,,68,,143,1,751,,6525,23211,,18/08/2020,
183,Cayman Islands,65821,203,,1,,202,,0,,3084,15,33148,503608,1,18/08/2020,
185,Bermuda,62247,166,4,9,,147,,10,,2667,145,33659,540733,1,18/08/2020,
186,Barbados,287422,152,,7,,122,,23,,529,24,14542,50595,1,18/08/2020,
188,Monaco,39278,148,,4,,114,,30,4,3768,102,38209,972784,4,18/08/2020,
187,Bhutan,772698,146,5,,,103,,43,,189,,56664,73333,3,18/08/2020,
189,Brunei,438019,142,,3,,139,,0,,324,7,47844,109228,3,18/08/2020,
190,Seychelles,98426,127,,,,126,,1,,1290,,,,5,18/08/2020,
184,Saint Martin,38749,121,,5,,49,,67,1,3123,129,2449,63202,1,18/08/2020,
191,Liechtenstein,38142,97,3,1,,88,1,8,,2543,26,900,23596,4,18/08/2020,
192,Antigua and Barbuda,98034,93,,3,,88,,2,1,949,31,1602,16341,1,18/08/2020,
193,St. Vincent Grenadines,110986,58,,,,55,,3,,523,,2880,25949,1,18/08/2020,
194,Macao,650459,46,,,,46,,0,,71,,4071,6259,3,18/08/2020,
195,Curaçao,164181,36,,1,,31,,4,,219,6,1080,6578,1,18/08/2020,
196,Fiji,897290,28,,1,,20,,7,,31,1,6693,7459,,18/08/2020,
197,Saint Lucia,183737,25,,,,25,,0,,136,,4768,25950,1,18/08/2020,
198,Timor-Leste,1321568,25,,,,24,,1,,19,,4238,3207,3,18/08/2020,
199,Grenada,112591,24,,,,24,1,0,,213,,6252,55528,1,18/08/2020,
200,New Caledonia,285852,23,,,,22,,1,,80,,11553,40416,,18/08/2020,
201,Laos,7288925,22,,,,19,,3,,3,,34808,4775,3,18/08/2020,
203,Dominica,72010,18,,,,18,,0,,250,,1646,22858,1,18/08/2020,
204,Saint Kitts and Nevis,53248,17,,,,17,,0,,319,,1312,24639,1,18/08/2020,
205,St. Barth,9881,16,,,,9,,7,,1619,,1699,171946,1,18/08/2020,
206,Greenland,56783,14,,,,14,,0,,247,,6340,111653,1,18/08/2020,
207,Montserrat,4992,13,,1,,12,,0,,2604,200,61,12220,1,18/08/2020,
208,Caribbean Netherlands,26254,13,,,,7,,6,,495,,424,16150,1,18/08/2020,
209,Falkland Islands,3492,13,,,,13,,0,,3723,,2256,646048,2,18/08/2020,
210,Vatican City,801,12,,,,12,,0,,14981,,,,4,18/08/2020,
202,British Virgin Islands,30257,11,2,1,,8,1,2,,364,33,1890,62465,1,18/08/2020,
211,Western Sahara,599125,10,,1,,8,,1,,17,2,,,5,18/08/2020,
212,MS Zaandam,,9,,2,,,,7,,,,,,,18/08/2020,
213,Saint Pierre Miquelon,5790,5,1,,,1,,4,,864,,,,1,18/08/2020,
214,Anguilla,15020,3,,,,3,,0,,200,,662,44075,1,18/08/2020,
215,China,1439323776,84871,22,4634,,79642,39,595,27,59,3,90410000,62814,3,18/08/2020,
1,USA,331261650,5656204,230,175092,18,3011577,479,2469535,16966,17075,529,72370168,218468,1,19/08/2020,
2,Brazil,212760156,3411872,,110019,,2554179,,747674,8318,16036,517,13729872,64532,2,19/08/2020,
3,India,1381789480,2771958,5332,53046,32,2038709,2006,680203,8944,2006,38,31742782,22972,3,19/08/2020,
4,Russia,145942968,937321,4828,15989,117,749423,6795,171909,2300,6423,110,33200000,227486,4,19/08/2020,
5,South Africa,59406081,592144,,12264,,485468,,94412,539,9968,206,3430347,57744,5,19/08/2020,
6,Peru,33031382,549321,,26658,,374019,,148644,1527,16630,807,2818943,85341,2,19/08/2020,
7,Mexico,129110546,531239,5506,57774,751,363307,3960,110158,3646,4115,447,1196707,9269,1,19/08/2020,
8,Colombia,50954033,489122,,15619,,312323,,161180,1493,9599,307,2299226,45124,2,19/08/2020,
10,Chile,19137888,388855,,10546,,362440,,15869,1157,20319,551,2068079,108062,2,19/08/2020,
9,Spain,46757240,384270,,28670,,,,,617,8218,613,7955615,170147,4,19/08/2020,
11,Iran,84132870,347835,,19972,,300881,,26982,3882,4134,237,2914049,34636,3,19/08/2020,
13,UK,67933697,320286,,41381,,,,,73,4715,609,14825051,218228,4,19/08/2020,
12,Argentina,45250469,305966,,6048,,223531,,76387,1799,6762,134,994942,21987,2,19/08/2020,
14,Saudi Arabia,34883707,301323,,3470,,272911,,24942,1716,8638,99,4378417,125515,3,19/08/2020,
16,Pakistan,221436711,290445,613,6201,11,272128,2119,12116,743,1312,28,2340072,10568,3,19/08/2020,
15,Bangladesh,164905156,285091,2747,3781,41,165738,2913,115572,,1729,23,1393497,8450,3,19/08/2020,
17,Italy,60449664,254636,,35405,,204142,,15089,58,4212,586,7642059,126420,4,19/08/2020,
18,Turkey,84458069,251805,,6016,,232913,,12876,703,2981,71,5882406,69649,3,19/08/2020,
20,Germany,83820021,228105,,9305,,203900,1000,14900,224,2721,111,9265361,110539,4,19/08/2020,
19,France,65293028,221267,,30451,,84065,,106751,384,3389,466,6000000,91893,4,19/08/2020,
21,Iraq,40335690,184709,,6036,,131840,,46833,574,4579,150,1304331,32337,3,19/08/2020,
22,Philippines,109770544,173774,4650,2795,111,113481,716,57498,489,1583,25,2108597,19209,3,19/08/2020,
23,Indonesia,273903138,144945,1902,6346,69,98657,2351,39942,,529,23,1915039,6992,3,19/08/2020,
24,Canada,37785859,123154,,9045,,109357,,4752,67,3259,239,4880172,129153,1,19/08/2020,
25,Qatar,2807805,115661,,193,,112355,,3113,68,41193,69,560990,199797,3,19/08/2020,
29,Kazakhstan,18806029,103571,271,1415,,86286,1841,15870,221,5507,75,2291327,121840,3,19/08/2020,
26,Bolivia,11693680,103019,1796,4172,49,38623,1152,60224,71,8810,357,221379,18932,2,19/08/2020,
27,Ecuador,17677613,102941,,6105,,87183,,9653,366,5823,345,289213,16360,2,19/08/2020,
30,Israel,9197590,96996,587,719,11,72498,508,23779,401,10546,78,2079941,226140,3,19/08/2020,
31,Egypt,102579903,96753,,5184,,61562,,30007,41,943,51,135000,1316,5,19/08/2020,
28,Ukraine,43697289,96403,1967,2144,28,49737,812,44522,177,2206,49,1335000,30551,4,19/08/2020,
32,Dominican Republic,10862212,87123,,1489,,55504,,30130,296,8021,137,326644,30072,1,19/08/2020,
33,Sweden,10107657,85219,,5790,,,,,29,8431,573,973523,96315,4,19/08/2020,
35,Oman,5122718,83606,188,603,6,78188,211,4815,158,16321,118,309212,60361,3,19/08/2020,
34,Panama,4323510,82790,,1809,,57191,,23790,153,19149,418,276389,63927,1,19/08/2020,
36,Belgium,11596389,78897,363,9959,15,18048,45,50890,89,6804,859,2023900,174528,4,19/08/2020,
37,Kuwait,4278730,77470,,505,,69243,,7722,101,18106,118,568440,132853,3,19/08/2020,
38,Romania,19219839,73617,1409,3106,32,33566,431,36945,480,3830,162,1566632,81511,4,19/08/2020,
39,Belarus,9448899,69673,,617,,67339,,1717,,7374,65,1429532,151291,4,19/08/2020,
41,UAE,9905996,65341,435,367,1,58022,113,6952,,6596,37,6193635,625241,3,19/08/2020,
42,Netherlands,17139995,63973,,6175,,,,,42,3732,360,1312787,76592,4,19/08/2020,
40,Guatemala,17957780,63847,,2419,,52370,,9058,5,3555,135,205381,11437,1,19/08/2020,
43,Poland,37840948,58611,735,1913,17,40099,456,16599,83,1549,51,2409394,63672,4,19/08/2020,
44,Japan,126423220,56685,,1115,,42284,,13286,243,448,9,1214145,9604,3,19/08/2020,
45,Singapore,5856438,56031,93,27,,52533,,3471,,9567,5,1745928,298121,3,19/08/2020,
46,Portugal,10192623,54448,,1784,,39936,,12728,38,5342,175,1799226,176522,4,19/08/2020,
47,Honduras,9924872,51670,675,1593,10,7661,211,42416,45,5206,161,126374,12733,1,19/08/2020,
48,Nigeria,206774321,49895,,981,,37051,,11863,7,241,5,352625,1705,5,19/08/2020,
50,Bahrain,1708619,47581,,175,,43921,,3485,45,27848,102,991140,580083,3,19/08/2020,
49,Morocco,36967699,44803,,714,,31002,,13087,31,1212,19,1648728,44599,5,19/08/2020,
51,Ghana,31154792,42993,,248,,40796,,1949,6,1380,8,428695,13760,5,19/08/2020,
52,Kyrgyzstan,6538011,42146,,1498,,34855,,5793,24,6446,229,267718,40948,3,19/08/2020,
53,Armenia,2963992,42056,210,833,1,35226,244,5997,,14189,281,188567,63619,3,19/08/2020,
54,Algeria,43952074,39444,,1391,,27653,,10400,46,897,32,,,5,19/08/2020,
55,Switzerland,8663025,38760,311,1996,4,33500,,3264,14,4474,230,901074,104014,4,19/08/2020,
59,Afghanistan,39038261,37599,,1375,,27166,,9058,31,963,35,98772,2530,3,19/08/2020,
58,Uzbekistan,33531937,36518,166,243,1,32223,161,4052,410,1089,7,1377915,41093,3,19/08/2020,
57,Venezuela,28424869,35697,,297,,24561,,10839,85,1256,10,1650917,58080,2,19/08/2020,
60,Azerbaijan,10151236,34474,,509,,32201,,1764,,3396,50,836908,82444,3,19/08/2020,
56,Ethiopia,115317384,32722,,572,,12938,,19212,216,284,5,651311,5648,5,19/08/2020,
62,Moldova,4032677,30789,,908,,21885,,7996,362,7635,225,183923,45608,4,19/08/2020,
63,Kenya,53920084,30636,,487,,17368,,12781,44,568,9,398585,7392,5,19/08/2020,
65,Serbia,8732516,29890,,681,,27597,,1612,64,3423,78,821106,94029,4,19/08/2020,
61,Costa Rica,5100254,29643,,314,,9462,,19867,110,5812,62,123223,24160,1,19/08/2020,
64,Nepal,29203691,28938,681,120,6,17700,120,11118,,991,4,866790,29681,3,19/08/2020,
66,Ireland,4945008,27499,,1775,,23364,,2360,8,5561,359,725574,146729,4,19/08/2020,
67,Austria,9013259,24084,255,729,,20958,88,2397,20,2672,81,1048216,116297,4,19/08/2020,
68,Australia,25538561,23993,220,450,12,15246,317,8297,52,939,18,5439315,212984,,19/08/2020,
69,El Salvador,6490585,23717,255,633,8,11388,209,11696,398,3654,98,285893,44047,1,19/08/2020,
70,Czechia,10711669,20483,,401,,15146,,4936,29,1912,37,805609,75209,4,19/08/2020,
72,Cameroon,26627919,18599,,406,,16540,,1653,30,698,15,149000,5596,5,19/08/2020,
71,Palestine,5116239,17306,,113,,9939,,7254,,3383,22,214862,41996,3,19/08/2020,
75,Ivory Coast,26459431,17150,,110,,14183,,2857,,648,4,115338,4359,5,19/08/2020,
73,Bosnia and Herzegovina,3277984,16351,,495,,10279,,5577,,4988,151,164881,50300,4,19/08/2020,
74,S. Korea,51275174,16058,297,306,,14006,72,1746,12,313,6,1715064,33448,3,19/08/2020,
76,Denmark,5794946,15855,,621,,13529,,1705,1,2736,107,1994602,344197,4,19/08/2020,
77,Bulgaria,6941149,14669,,519,,9699,,4451,61,2113,75,343230,49449,4,19/08/2020,
78,Madagascar,27779124,14074,65,173,,12921,154,980,89,507,6,53542,1927,5,19/08/2020,
79,North Macedonia,2083362,12970,,549,,9513,,2908,3,6226,264,128938,61889,4,19/08/2020,
82,Sudan,43977192,12546,61,808,3,6429,31,5309,,285,18,401,9,5,19/08/2020,
81,Senegal,16798393,12446,141,258,2,7877,110,4311,43,741,15,132830,7907,5,19/08/2020,
80,Paraguay,7143963,10606,,161,,6402,,4043,54,1485,23,159666,22350,2,19/08/2020,
86,Norway,5426859,10111,,262,,8857,,992,1,1863,48,564549,104029,4,19/08/2020,
84,Zambia,18447074,9981,,264,,8776,,941,,541,14,102178,5539,5,19/08/2020,
83,Lebanon,6821223,9758,,107,,2852,,6799,67,1431,16,430162,63062,3,19/08/2020,
87,DRC,89891859,9741,20,246,3,8895,13,600,,108,3,,,5,19/08/2020,
88,Malaysia,32419968,9235,16,125,,8925,23,185,7,285,4,1114246,34369,3,19/08/2020,
85,Libya,6883417,9068,,164,,1003,,7901,,1317,24,85500,12421,5,19/08/2020,
89,Guinea,13176627,8715,,52,,7532,,1131,24,661,4,15667,1189,5,19/08/2020,
90,French Guiana,299639,8657,,53,,8054,,550,17,28891,177,46563,155397,2,19/08/2020,
91,Gabon,2232290,8270,,53,,6404,,1813,1,3705,24,102175,45771,5,19/08/2020,
93,Tajikistan,9564509,8131,,65,,6935,,1131,,850,7,,,3,19/08/2020,
95,Haiti,11420660,7921,,196,,5235,,2490,,694,17,21400,1874,1,19/08/2020,
96,Finland,5541886,7805,29,334,,7050,,421,,1408,60,510428,92104,4,19/08/2020,
94,Albania,2877368,7654,,232,,3871,,3551,15,2660,81,47461,16495,4,19/08/2020,
98,Luxembourg,627286,7499,,124,,6753,,622,4,11955,198,689916,1099843,4,19/08/2020,
92,Greece,10416012,7472,,232,,3804,,3436,25,717,22,740871,71128,4,19/08/2020,
97,Croatia,4101751,6855,,166,,5318,,1371,11,1671,40,140471,34247,4,19/08/2020,
99,Mauritania,4664749,6789,,157,,6051,,581,3,1455,34,68872,14764,5,19/08/2020,
100,Maldives,541761,6079,,24,,3648,,2407,12,11221,44,98175,181215,3,19/08/2020,
101,Zimbabwe,14890900,5378,,141,,4105,,1132,,361,9,149748,10056,5,19/08/2020,
104,Djibouti,989858,5374,,59,,5216,,99,,5429,60,63299,63948,5,19/08/2020,
103,Malawi,19191099,5193,,163,,2716,,2314,4,271,8,40106,2090,5,19/08/2020,
105,Hungary,9656984,5002,32,609,,3665,34,728,7,518,63,387111,40086,4,19/08/2020,
106,Equatorial Guinea,1408520,4821,,83,,2182,,2556,,3423,59,44356,31491,5,19/08/2020,
108,CAR,4840509,4679,,61,,1755,,2863,2,967,13,30681,6338,5,19/08/2020,
107,Hong Kong,7505033,4587,26,72,2,3779,102,736,29,611,10,780415,103986,3,19/08/2020,
102,Namibia,2546775,4464,,37,,2407,,2020,18,1753,15,42945,16863,5,19/08/2020,
110,Nicaragua,6634846,4311,,133,,2913,,1265,,650,20,,,1,19/08/2020,
109,Montenegro,628077,4132,,80,,3035,,1017,,6579,127,43256,68871,4,19/08/2020,
111,Eswatini,1161741,3989,,76,,2587,,1326,11,3434,65,28380,24429,5,19/08/2020,
112,Congo,5534972,3831,,76,,1625,,2130,,692,14,,,5,19/08/2020,
113,Cuba,11325673,3408,,88,,2794,,526,5,301,8,336333,29697,1,19/08/2020,
116,Thailand,69823621,3382,1,58,,3199,1,125,1,48,0.8,749213,10730,3,19/08/2020,
119,Somalia,15947606,3257,,93,,2374,,790,2,204,6,,,5,19/08/2020,
115,Cabo Verde,556779,3253,,36,,2390,,827,,5843,65,61633,110696,5,19/08/2020,
114,Suriname,587326,3216,,54,,2196,,966,13,5476,92,5284,8997,2,19/08/2020,
120,Mayotte,273635,3160,,39,,2964,,157,1,11548,143,13000,47509,5,19/08/2020,
117,Slovakia,5460001,3022,100,33,2,1997,17,992,8,553,6,300586,55052,4,19/08/2020,
118,Mozambique,31362784,2991,,19,,1245,,1727,,95,0.6,79504,2535,5,19/08/2020,
121,Sri Lanka,21425299,2902,,11,,2760,5,131,1,135,0.5,195025,9103,3,19/08/2020,
124,Mali,20322103,2666,,125,,1990,,551,,131,6,32716,1610,5,19/08/2020,
122,Rwanda,12992105,2577,,10,,1683,,884,,198,0.8,342614,26371,5,19/08/2020,
125,Lithuania,2716885,2496,22,81,,1739,6,676,6,919,30,589505,216978,4,19/08/2020,
126,Slovenia,2078977,2493,37,129,,2079,27,285,3,1199,62,145923,70190,4,19/08/2020,
127,South Sudan,11210873,2490,,47,,1175,,1268,,222,4,12044,1074,5,19/08/2020,
123,Tunisia,11834853,2314,,57,,1370,,887,8,196,5,115376,9749,5,19/08/2020,
129,Estonia,1326656,2207,7,63,,2002,12,142,,1664,47,137286,103483,4,19/08/2020,
131,Guinea-Bissau,1973807,2117,,33,,1015,,1069,5,1073,17,1500,760,5,19/08/2020,
128,Gambia,2424988,2116,,63,,415,,1638,,873,26,10472,4318,5,19/08/2020,
134,Benin,12162422,2063,,39,,1690,,334,,170,3,107057,8802,5,19/08/2020,
135,Iceland,341538,2027,,10,,1895,,122,1,5935,29,185978,544531,4,19/08/2020,
133,Angola,32989978,1966,,90,,667,,1209,24,60,3,64747,1963,5,19/08/2020,
136,Sierra Leone,7997498,1959,,69,,1529,,361,,245,9,,,5,19/08/2020,
137,Yemen,29908484,1889,,537,,1052,,300,,63,18,120,4,3,19/08/2020,
132,Syria,17553579,1844,,73,,425,,1346,,105,4,,,3,19/08/2020,
139,New Zealand,5002100,1649,6,22,,1531,,96,5,330,4,639415,127829,,19/08/2020,
130,Uganda,45915442,1603,,15,,1165,,423,,35,0.3,329542,7177,5,19/08/2020,
143,Uruguay,3475350,1485,,40,,1219,,226,4,427,12,150086,43186,2,19/08/2020,
140,Malta,441702,1470,47,9,,784,18,677,,3328,20,163318,369747,4,19/08/2020,
141,Jordan,10216456,1438,,11,,1243,,184,3,141,1,705920,69096,3,19/08/2020,
138,Bahamas,393739,1424,,20,,203,,1201,1,3617,51,7971,20244,1,19/08/2020,
146,Georgia,3988118,1361,10,17,,1098,6,246,,341,4,315142,79020,3,19/08/2020,
144,Cyprus,1208526,1359,,20,,878,,461,5,1125,17,263943,218401,3,19/08/2020,
147,Latvia,1883257,1326,3,33,,1093,,200,,704,18,230921,122618,4,19/08/2020,
148,Botswana,2357635,1308,,3,,136,,1169,1,555,1,93420,39624,5,19/08/2020,
150,Liberia,5072526,1282,,82,,803,,397,,253,16,,,5,19/08/2020,
149,Burkina Faso,20973714,1280,,55,,1018,,207,,61,3,,,5,19/08/2020,
142,Aruba,106827,1205,,4,,277,,924,,11280,37,16919,158378,1,19/08/2020,
151,Togo,8302961,1173,,27,,868,,278,2,141,3,54244,6533,5,19/08/2020,
152,Niger,24310338,1167,,69,,1079,1,19,,48,3,9052,372,5,19/08/2020,
145,Jamaica,2962901,1146,17,14,,770,6,362,1,387,5,47865,16155,1,19/08/2020,
154,Andorra,77282,1005,,53,,869,,83,1,13004,686,3750,48524,4,19/08/2020,
155,Vietnam,97454156,989,,26,,526,,437,,10,0.3,723596,7425,3,19/08/2020,
157,Chad,16483482,970,,76,,865,,29,,59,5,,,5,19/08/2020,
156,Lesotho,2144499,946,,30,,271,,645,,441,14,11097,5175,5,19/08/2020,
153,Réunion,896161,903,,5,,657,,241,4,1008,6,35419,39523,5,19/08/2020,
160,Sao Tome and Principe,219677,885,,15,,826,5,44,,4029,68,3303,15036,5,19/08/2020,
159,Guyana,787060,737,,25,,365,,347,4,936,32,6173,7843,2,19/08/2020,
162,Diamond Princess,,712,,13,,651,,48,4,,,,,,19/08/2020,
163,San Marino,33941,702,,42,,657,,3,,20683,1237,6399,188533,4,19/08/2020,
158,Trinidad and Tobago,1400098,629,,12,,140,,477,3,449,9,16453,11751,1,19/08/2020,
165,Channel Islands,174074,609,,47,,545,,17,,3499,270,68985,396297,4,19/08/2020,
164,Belize,398549,553,78,4,,38,,511,3,1388,10,5592,14031,1,19/08/2020,
161,Guadeloupe,400133,510,,15,,289,,206,2,1275,37,23585,58943,1,19/08/2020,
166,Tanzania,59942391,509,,21,,183,,305,7,8,0.4,,,5,19/08/2020,
167,Taiwan,23822608,486,,7,,457,7,22,,20,0.3,85128,3573,3,19/08/2020,
169,Burundi,11933877,416,,1,,336,,79,,35,0.08,19993,1675,5,19/08/2020,
170,Comoros,871935,406,,7,,393,,6,,466,8,,,5,19/08/2020,
168,Myanmar,54458329,379,3,6,,331,,42,,7,0.1,137749,2529,3,19/08/2020,
171,Faeroe Islands,48888,377,,,,235,,142,4,7712,,73898,1511577,4,19/08/2020,
174,Papua New Guinea,8968574,347,,3,,110,,234,,39,0.3,13361,1490,,19/08/2020,
175,Mauritius,1272054,346,,10,,334,,2,,272,8,205285,161381,5,19/08/2020,
176,Isle of Man,85093,336,,24,,312,,0,,3949,282,9311,109421,4,19/08/2020,
177,Martinique,375225,336,,16,,98,,222,2,895,43,12227,32586,1,19/08/2020,
173,Sint Maarten,42940,333,7,17,,107,,209,3,7755,396,1948,45366,1,19/08/2020,
