scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-08-12,20:00,1,USA,331224597,5306851,894,167761,12.0,2756107,759,2382983,17339,16022,506,66944595,202112,1.0
2020-08-12,20:00,2,Brazil,212731302,3112393,,103099,,2243124,,766170,8318,14631,485,13231548,62198,2.0
2020-08-12,20:00,3,India,1381530198,2332908,4503,46216,28.0,1640362,2261,646330,8944,1689,33,26015297,18831,3.0
2020-08-12,20:00,4,Russia,145941776,902701,5102,15260,129.0,710298,7123,177143,2300,6185,105,31307764,214522,4.0
2020-08-12,20:00,5,South Africa,59391781,566109,,10751,,426125,,129233,539,9532,181,3278977,55209,5.0
2020-08-12,20:00,7,Mexico,129084654,492522,6686,53929,926.0,332800,4807,105793,3832,3815,418,1112114,8615,1.0
2020-08-12,20:00,6,Peru,33022595,489680,,21501,,335756,,132423,1496,14829,651,2612599,79115,2.0
2020-08-12,20:00,8,Colombia,50943667,410453,,13475,,230427,,166551,1493,8057,265,1982831,38922,2.0
2020-08-12,20:00,10,Chile,19134753,376616,,10178,,349541,,16897,1268,19682,532,1889616,98753,2.0
2020-08-12,20:00,9,Spain,46756895,373692,,28581,,,,,617,7992,611,7472031,159806,4.0
2020-08-12,20:00,11,Iran,84112309,331189,,18800,,288620,,23769,3983,3937,224,2736514,32534,3.0
2020-08-12,20:00,13,UK,67926890,312789,,46628,,,,,67,4605,686,18868566,277778,4.0
2020-08-12,20:00,14,Saudi Arabia,34873330,291468,,3233,,255118,,33117,1821,8358,93,3933427,112792,3.0
2020-08-12,20:00,16,Pakistan,221354543,285921,730,6129,17.0,263193,1947,16599,785,1292,28,2186442,9878,3.0
2020-08-12,20:00,15,Bangladesh,164873799,263503,,3471,,151972,,108060,,1598,21,1287988,7812,3.0
2020-08-12,20:00,12,Argentina,45242544,260911,,5004,,181389,,74518,1585,5767,111,872643,19288,2.0
2020-08-12,20:00,17,Italy,60451358,251237,,35215,,202461,,13561,49,4156,583,7316918,121038,4.0
2020-08-12,20:00,18,Turkey,84440722,243180,,5873,,226155,,11152,617,2880,70,5387751,63805,3.0
2020-08-12,20:00,20,Germany,83814910,219530,,9268,,199900,1000,10362,236,2619,111,8586648,102448,4.0
2020-08-12,20:00,19,France,65290273,204172,,30354,,82836,,90982,383,3127,465,5500000,84239,4.0
