Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Continent,scrap_date,scrap_time,Country_id,Continent_id,"Tests/
1M pop
"
144,Cyprus,"1,208,358","1,277",,20,,870,,387,5,"1,057",17,"239,630",Asia,12.08.20,,144,3,"198,310"
150,Liberia,"5,070,246","1,250",,81,,736,,433,,247,16,,Africa,12.08.20,,150,5,
149,Burkina Faso,"20,962,711","1,211",,54,,990,,167,,58,3,,Africa,12.08.20,,149,5,
152,Niger,"24,293,476","1,158",,69,,"1,065",,24,,48,3,"9,052",Africa,12.08.20,,152,5,373
140,Malta,"441,679","1,141",,9,,692,,440,,"2,583",20,"145,267",Europe,12.08.20,,140,4,"328,897"
151,Togo,"8,299,240","1,070",,26,,752,,292,2,129,3,"49,390",Africa,12.08.20,,151,5,"5,951"
148,Botswana,"2,356,725","1,066",,2,,80,,984,1,452,0.8,"80,163",Africa,12.08.20,,148,5,"34,015"
145,Jamaica,"2,962,654","1,047",16,14,,753,8,280,,353,5,"44,371",North America,12.08.20,,145,1,"14,977"
138,Bahamas,"393,667",989,,15,,116,,858,1,"2,512",38,"6,938",North America,12.08.20,,138,1,"17,624"
154,Andorra,"77,279",963,,52,,839,,72,1,"12,461",673,"3,750",Europe,12.08.20,,154,4,"48,525"
157,Chad,"16,474,431",946,,76,,859,,11,,57,5,,Africa,12.08.20,,157,5,
160,Sao Tome and Principe,"219,599",881,,15,,804,,62,,"4,012",68,"3,160",Africa,12.08.20,,160,5,"14,390"
155,Vietnam,"97,437,423",866,,17,1,400,1,449,,9,0.2,"482,456",Asia,12.08.20,,155,3,"4,951"
156,Lesotho,"2,144,174",781,,24,,175,,582,,364,11,"8,771",Africa,12.08.20,,156,5,"4,091"
142,Aruba,"106,818",717,,3,,114,,600,,"6,712",28,"14,047",North America,12.08.20,,142,1,"131,504"
162,Diamond Princess,,712,,13,,651,,48,4,,,,,12.08.20,,162,,
153,Réunion,"896,039",702,,5,,631,,66,4,783,6,"35,419",Africa,12.08.20,,153,5,"39,528"
163,San Marino,"33,939",699,,42,,657,,0,,"20,596","1,238","6,068",Europe,12.08.20,,163,4,"178,791"
159,Guyana,"786,988",602,,22,,189,,391,4,765,28,"5,366",South America,12.08.20,,159,2,"6,818"
165,Channel Islands,"174,044",599,,47,,545,,7,,"3,442",270,"52,055",Europe,12.08.20,,165,4,"299,091"
166,Tanzania,"59,909,720",509,,21,,183,,305,7,8,0.4,,Africa,12.08.20,,166,5,
167,Taiwan,"23,821,786",481,1,7,,450,7,24,,20,0.3,"83,828",Asia,12.08.20,,167,3,"3,519"
169,Burundi,"11,927,075",408,,1,,315,,92,,34,0.08,"17,306",Africa,12.08.20,,169,5,"1,451"
170,Comoros,"871,580",399,,7,,379,,13,,458,8,,Africa,12.08.20,,170,5,
168,Myanmar,"54,451,364",360,,6,,313,,41,,7,0.1,"127,726",Asia,12.08.20,,168,3,"2,346"
175,Mauritius,"1,272,013",344,,10,,334,,0,,270,8,"205,285",Africa,12.08.20,,175,5,"161,386"
176,Isle of Man,"85,085",336,,24,,312,,0,,"3,949",282,"8,898",Europe,12.08.20,,176,4,"104,578"
177,Martinique,"375,231",336,,16,,98,,222,2,895,43,"12,227",North America,12.08.20,,177,1,"32,585"
171,Faeroe Islands,"48,884",324,6,,,225,,99,,"6,628",,"60,000",Europe,12.08.20,,171,4,"1,227,395"
161,Guadeloupe,"400,132",317,,14,,186,,117,2,792,35,"20,305",North America,12.08.20,,161,1,"50,746"
158,Trinidad and Tobago,"1,400,012",300,,8,,139,,153,,214,6,"11,387",North America,12.08.20,,158,1,"8,134"
180,Mongolia,"3,284,066",293,,,,269,6,24,1,89,,"41,584",Asia,12.08.20,,180,3,"12,662"
178,Eritrea,"3,551,846",285,,,,248,,37,,80,,,Africa,12.08.20,,178,5,
181,Cambodia,"16,744,537",268,2,,,220,,48,1,16,,"75,034",Asia,12.08.20,,181,3,"4,481"
172,Turks and Caicos,"38,775",224,8,2,,39,,183,3,"5,777",52,"1,520",North America,12.08.20,,172,1,"39,201"
173,Sint Maarten,"42,930",219,14,17,,102,9,100,3,"5,101",396,"1,502",North America,12.08.20,,173,1,"34,987"
174,Papua New Guinea,"8,965,328",214,,3,,71,,140,,24,0.3,"11,439",Australia/Oceania,12.08.20,,174,,"1,276"
183,Cayman Islands,"65,808",203,,1,,202,,0,,"3,085",15,"31,881",North America,12.08.20,,183,1,"484,455"
182,Gibraltar,"33,690",202,,,,187,,15,,"5,996",,"25,012",Europe,12.08.20,,182,4,"742,416"
164,Belize,"398,410",177,,2,,32,,143,2,444,5,"4,175",North America,12.08.20,,164,1,"10,479"
185,Bermuda,"62,251",159,,9,,145,1,5,,"2,554",145,"27,627",North America,12.08.20,,185,1,"443,800"
186,Barbados,"287,416",143,,7,,112,,24,,498,24,"13,313",North America,12.08.20,,186,1,"46,320"
189,Brunei,"437,951",142,,3,,138,,1,,324,7,"43,312",Asia,12.08.20,,189,3,"98,897"
188,Monaco,"39,274",138,,4,,113,,21,4,"3,514",102,"38,209",Europe,12.08.20,,188,4,"972,883"
190,Seychelles,"98,417",127,,,,126,,1,,"1,290",,,Africa,12.08.20,,190,5,
187,Bhutan,"772,559",113,,,,97,,16,,146,,"56,130",Asia,12.08.20,,187,3,"72,655"
179,French Polynesia,"281,094",112,,,,62,,50,1,398,,"6,525",Australia/Oceania,12.08.20,,179,,"23,213"
192,Antigua and Barbuda,"98,021",92,,3,,76,,13,1,939,31,"1,500",North America,12.08.20,,192,1,"15,303"
191,Liechtenstein,"38,141",89,,1,,87,,1,,"2,333",26,900,Europe,12.08.20,,191,4,"23,597"
184,Saint Martin,"38,738",84,,4,,44,,36,1,"2,168",103,"1,899",North America,12.08.20,,184,1,"49,022"
193,St. Vincent Grenadines,"110,981",57,,,,52,,5,,514,,"2,529",North America,12.08.20,,193,1,"22,788"
194,Macao,"650,314",46,,,,46,,0,,71,,"4,071",Asia,12.08.20,,194,3,"6,260"
195,Curaçao,"164,170",32,,1,,30,,1,,195,6,"1,080",North America,12.08.20,,195,1,"6,579"
196,Fiji,"897,184",27,,1,,18,,8,,30,1,"6,693",Australia/Oceania,12.08.20,,196,,"7,460"
197,Saint Lucia,"183,723",25,,,,25,,0,,136,,"4,274",North America,12.08.20,,197,1,"23,263"
198,Timor-Leste,"1,321,156",25,,,,24,,1,,19,,"4,238",Asia,12.08.20,,198,3,"3,208"
199,Grenada,"112,583",24,,,,23,,1,,213,,"6,252",North America,12.08.20,,199,1,"55,532"
200,New Caledonia,"285,807",23,,,,22,,1,,80,,"11,265",Australia/Oceania,12.08.20,,200,,"39,415"
201,Laos,"7,287,193",20,,,,19,,1,,3,,"32,114",Asia,12.08.20,,201,3,"4,407"
203,Dominica,"72,007",18,,,,18,,0,,250,,"1,005",North America,12.08.20,,203,1,"13,957"
204,Saint Kitts and Nevis,"53,242",17,,,,17,,0,,319,,"1,294",North America,12.08.20,,204,1,"24,304"
206,Greenland,"56,781",14,,,,14,,0,,247,,"6,137",North America,12.08.20,,206,1,"108,082"
207,Montserrat,"4,992",13,,1,,12,,0,,"2,604",200,61,North America,12.08.20,,207,1,"12,220"
208,Caribbean Netherlands,"26,250",13,,,,7,,6,,495,,424,North America,12.08.20,,208,1,"16,152"
209,Falkland Islands,"3,490",13,,,,13,,0,,"3,725",,"2,256",South America,12.08.20,,209,2,"646,418"
205,St. Barth,"9,880",13,,,,6,,7,,"1,316",,"1,612",North America,12.08.20,,205,1,"163,158"
210,Vatican City,801,12,,,,12,,0,,"14,981",,,Europe,12.08.20,,210,4,
211,Western Sahara,"598,883",10,,1,,8,,1,,17,2,,Africa,12.08.20,,211,5,
212,MS Zaandam,,9,,2,,,,7,,,,,,12.08.20,,212,,
202,British Virgin Islands,"30,254",9,,1,,7,,1,,297,33,"1,522",North America,12.08.20,,202,1,"50,307"
213,Saint Pierre Miquelon,"5,791",4,,,,1,,3,,691,,,North America,12.08.20,,213,1,
214,Anguilla,"15,018",3,,,,3,,0,,200,,537,North America,12.08.20,,214,1,"35,757"
215,China,"1,439,323,776","84,737",25,"4,634",,"79,342",58,761,40,59,3,"90,410,000",Asia,12.08.20,,215,3,"62,814"
1,USA,"331,245,770","5,530,028",239,"172,608",2,"2,904,130",,"2,453,290","17,186","16,695",521,"70,228,171",North America,16.08.20,,1,1,"212,012"
2,Brazil,"212,747,790","3,317,832",,"107,297",,"2,404,272",,"806,263","8,318","15,595",504,"13,464,336",South America,16.08.20,,2,2,"63,288"
3,India,"1,381,678,359","2,594,112","4,904","50,122",38,"1,862,937","2,265","681,053","8,944","1,878",36,"29,309,703",Asia,16.08.20,,3,3,"21,213"
4,Russia,"145,942,457","922,853","4,969","15,685",68,"732,968","3,557","174,200","2,300","6,323",107,"32,500,000",Europe,16.08.20,,4,4,"222,691"
5,South Africa,"59,399,953","583,653",,"11,677",,"466,941",,"105,035",539,"9,826",197,"3,378,029",Africa,16.08.20,,5,5,"56,869"
6,Peru,"33,027,616","525,803",,"26,075",,"359,781",,"139,947","1,540","15,920",789,"2,738,229",South America,16.08.20,,6,2,"82,907"
7,Mexico,"129,099,449","517,714","6,345","56,543",635,"351,372","5,719","109,799","3,653","4,010",438,"1,171,007",North America,16.08.20,,7,1,"9,071"
8,Colombia,"50,949,591","456,689",,"14,810",,"274,420",,"167,459","1,493","8,964",291,"2,143,097",South America,16.08.20,,8,2,"42,063"
10,Chile,"19,136,544","383,902",,"10,395",,"356,951",,"16,556","1,207","20,061",543,"1,988,709",South America,16.08.20,,10,2,"103,922"
9,Spain,"46,757,092","358,843",,"28,617",,,,,617,"7,675",612,"7,472,031",Europe,16.08.20,,9,4,"159,805"
11,Iran,"84,124,058","343,203","2,133","19,639",147,"297,486","1,856","26,078","3,881","4,080",233,"2,861,825",Asia,16.08.20,,11,3,"34,019"
13,UK,"67,930,780","317,379",,"41,361",,,,,73,"4,672",609,"14,320,621",Europe,16.08.20,,13,4,"210,812"
14,Saudi Arabia,"34,879,260","297,315",,"3,369",,"264,487",,"29,459","1,766","8,524",97,"4,202,076",Asia,16.08.20,,14,3,"120,475"
12,Argentina,"45,247,072","289,100",,"5,637",,"205,697",,"77,766","1,716","6,389",125,"949,170",South America,16.08.20,,12,2,"20,977"
16,Pakistan,"221,401,496","288,717",670,"6,168",6,"266,301",677,"16,248",769,"1,304",28,"2,277,153",Asia,16.08.20,,16,3,"10,285"
15,Bangladesh,"164,891,717","276,549","2,024","3,657",32,"158,950","1,315","113,942",,"1,677",22,"1,351,666",Asia,16.08.20,,15,3,"8,197"
17,Italy,"60,450,390","253,438",,"35,392",,"203,640",,"14,406",55,"4,192",585,"7,520,610",Europe,16.08.20,,17,4,"124,410"
18,Turkey,"84,450,635","248,117",,"5,955",,"229,972",,"12,190",668,"2,938",71,"5,659,286",Asia,16.08.20,,18,3,"67,013"
20,Germany,"83,817,831","224,478",,"9,290",,"202,900",,"12,288",224,"2,678",111,"9,265,361",Europe,16.08.20,,20,4,"110,542"
19,France,"65,291,847","215,521",,"30,409",,"83,848",,"101,264",367,"3,301",466,"6,000,000",Europe,16.08.20,,19,4,"91,895"
21,Iraq,"40,328,274","172,583",,"5,785",,"122,700",,"44,098",590,"4,279",143,"1,263,650",Asia,16.08.20,,21,3,"31,334"
22,Philippines,"109,758,588","157,918",,"2,600",,"72,209",,"83,109",461,"1,439",24,"2,003,875",Asia,16.08.20,,22,3,"18,257"
23,Indonesia,"273,879,444","139,549","2,081","6,150",79,"93,103","1,782","40,296",,510,22,"1,888,215",Asia,16.08.20,,23,3,"6,894"
24,Canada,"37,783,150","121,889",,"9,024",,"108,218",,"4,647","2,296","3,226",239,"4,741,146",North America,16.08.20,,24,1,"125,483"
25,Qatar,"2,807,805","115,080",271,193,1,"111,794",289,"3,093",74,"40,986",69,"551,273",Asia,16.08.20,,25,3,"196,336"
29,Kazakhstan,"18,804,188","102,696",409,"1,269",,"81,558",842,"19,869",221,"5,461",67,"2,252,153",Asia,16.08.20,,29,3,"119,769"
27,Ecuador,"17,675,416","100,688",,"6,065",,"79,354",,"15,269",352,"5,696",343,"284,704",South America,16.08.20,,27,2,"16,107"
26,Bolivia,"11,692,375","99,146","1,196","4,003",64,"35,638",915,"59,505",71,"8,480",342,"212,019",South America,16.08.20,,26,2,"18,133"
31,Egypt,"102,564,059","96,336",,"5,141",,"58,835",,"32,360",41,939,50,"135,000",Africa,16.08.20,,31,5,"1,316"
30,Israel,"9,197,590","92,404",171,679,5,"68,400",450,"23,325",396,"10,047",74,"2,071,380",Asia,16.08.20,,30,3,"225,209"
28,Ukraine,"43,699,431","91,356","1,637","2,070",26,"47,822",392,"41,464",138,"2,091",47,"1,289,589",Europe,16.08.20,,28,4,"29,510"
32,Dominican Republic,"10,861,321","85,545",,"1,438",,"51,356",,"32,751",303,"7,876",132,"317,643",North America,16.08.20,,32,1,"29,245"
33,Sweden,"10,107,142","84,294",,"5,783",,,,,31,"8,340",572,"917,036",Europe,16.08.20,,33,4,"90,731"
35,Oman,"5,121,650","82,924",,562,,"77,550",,"4,812",158,"16,191",110,"309,212",Asia,16.08.20,,35,3,"60,374"
34,Panama,"4,322,953","80,665",,"1,746",,"53,857",,"25,062",156,"18,660",404,"268,180",North America,16.08.20,,34,1,"62,036"
36,Belgium,"11,595,976","77,869",756,"9,935",11,"17,981",40,"49,953",82,"6,715",857,"1,983,514",Europe,16.08.20,,36,4,"171,052"
37,Kuwait,"4,278,212","76,205",508,501,3,"68,135",616,"7,569",117,"17,812",117,"558,800",Asia,16.08.20,,37,3,"130,615"
38,Romania,"19,220,885","70,461","1,087","2,991",37,"32,587",253,"34,883",479,"3,666",156,"1,513,888",Europe,16.08.20,,38,4,"78,763"
39,Belarus,"9,448,925","69,424",,607,,"66,747",,"2,070",,"7,347",64,"1,412,589",Europe,16.08.20,,39,4,"149,497"
41,UAE,"9,905,017","64,312",210,364,3,"57,694",123,"6,254",,"6,493",37,"5,990,528",Asia,16.08.20,,41,3,"604,797"
42,Netherlands,"17,139,685","62,495",,"6,169",,,,,39,"3,646",360,"1,195,475",Europe,16.08.20,,42,4,"69,749"
40,Guatemala,"17,955,060","62,313",,"2,355",,"50,183",,"9,775",5,"3,470",131,"200,558",North America,16.08.20,,40,1,"11,170"
43,Poland,"37,841,286","56,684",594,"1,877",8,"39,130",277,"15,677",81,"1,498",50,"2,307,735",Europe,16.08.20,,43,4,"60,985"
45,Singapore,"5,856,062","55,747",86,27,,"51,521",,"4,199",,"9,520",5,"1,610,906",Asia,16.08.20,,45,3,"275,083"
46,Portugal,"10,192,865","53,981",,"1,775",,"39,585",,"12,621",37,"5,296",174,"1,799,226",Europe,16.08.20,,46,4,"176,518"
44,Japan,"126,426,380","53,577",,"1,085",,"38,945",,"13,547",229,424,9,"1,164,029",Asia,16.08.20,,44,3,"9,207"
47,Honduras,"9,923,580","49,979",512,"1,567",19,"7,255",127,"41,157",37,"5,036",158,"122,434",North America,16.08.20,,47,1,"12,338"
48,Nigeria,"206,732,316","48,770",,974,,"36,290",,"11,506",7,236,5,"347,545",Africa,16.08.20,,48,5,"1,681"
50,Bahrain,"1,708,132","46,430",,170,,"42,806",,"3,454",35,"27,182",100,"962,334",Asia,16.08.20,,50,3,"563,384"
51,Ghana,"31,149,465","42,210",,231,,"40,147",,"1,832",5,"1,355",7,"424,315",Africa,16.08.20,,51,5,"13,622"
52,Kyrgyzstan,"6,537,128","41,856",211,"1,495",2,"34,276",325,"6,085",24,"6,403",229,"267,718",Asia,16.08.20,,52,3,"40,953"
53,Armenia,"2,963,947","41,663",168,818,1,"34,584",100,"6,261",,"14,057",276,"185,310",Asia,16.08.20,,53,3,"62,521"
49,Morocco,"36,964,114","41,017",,632,,"28,566",,"11,819",31,"1,110",17,"1,583,234",Africa,16.08.20,,49,5,"42,832"
54,Algeria,"43,945,575","38,133",,"1,360",,"26,644",,"10,129",44,868,31,,Africa,16.08.20,,54,5,
55,Switzerland,"8,662,507","38,124",200,"1,991",,"33,200",,"2,933",26,"4,401",230,"881,683",Europe,16.08.20,,55,4,"101,782"
59,Afghanistan,"39,031,058","37,596",45,"1,375",5,"27,166",,"9,055",31,963,35,"98,718",Asia,16.08.20,,59,3,"2,529"
58,Uzbekistan,"33,527,959","34,701",173,226,1,"30,043",715,"4,432",410,"1,035",7,"1,377,915",Asia,16.08.20,,58,3,"41,097"
60,Azerbaijan,"10,150,488","34,107",,506,,"31,697",,"1,904",,"3,360",50,"826,043",Asia,16.08.20,,60,3,"81,380"
57,Venezuela,"28,425,527","32,607",,276,,"21,747",,"10,584",85,"1,147",10,"1,640,528",South America,16.08.20,,57,2,"57,713"
62,Moldova,"4,032,753","29,905",,895,,"20,908",,"8,102",362,"7,416",222,"128,076",Europe,16.08.20,,62,4,"31,759"
63,Kenya,"53,910,353","29,849",,472,,"15,970",,"13,407",44,554,9,"387,670",Africa,16.08.20,,63,5,"7,191"
65,Serbia,"8,732,803","29,471",,670,,"26,440",,"2,361",75,"3,375",77,"798,009",Europe,16.08.20,,65,4,"91,381"
56,Ethiopia,"115,293,972","28,894",,509,,"12,037",,"16,348",195,251,4,"589,694",Africa,16.08.20,,56,5,"5,115"
61,Costa Rica,"5,099,873","27,737",,291,,"9,010",,"18,436",104,"5,439",57,"117,914",North America,16.08.20,,61,1,"23,121"
66,Ireland,"4,944,556","27,191",,"1,774",,"23,364",,"2,053",8,"5,499",359,"709,689",Europe,16.08.20,,66,4,"143,529"
64,Nepal,"29,199,389","26,660",641,104,2,"17,335",134,"9,221",,913,4,"830,309",Asia,16.08.20,,64,3,"28,436"
67,Austria,"9,012,838","23,370",191,728,,"20,681",54,"1,961",19,"2,593",81,"1,018,490",Europe,16.08.20,,67,4,"113,004"
68,Australia,"25,536,137","23,287",252,396,17,"13,634",,"9,257",47,912,16,"5,292,922",Australia/Oceania,16.08.20,,68,,"207,272"
69,El Salvador,"6,490,317","22,619",,612,9,"10,647",29,"11,360",443,"3,485",94,"275,993",North America,16.08.20,,69,1,"42,524"
70,Czechia,"10,711,506","19,891",,395,,"13,763",,"5,733",24,"1,857",37,"791,082",Europe,16.08.20,,70,4,"73,853"
72,Cameroon,"26,622,486","18,469",,401,,"16,540",,"1,528",30,694,15,"149,000",Africa,16.08.20,,72,5,"5,597"
75,Ivory Coast,"26,454,060","16,993",,108,,"13,759",,"3,126",,642,4,"112,931",Africa,16.08.20,,75,5,"4,269"
71,Palestine,"5,115,264","16,534",381,110,2,"9,838",450,"6,586",,"3,232",22,"214,862",Asia,16.08.20,,71,3,"42,004"
73,Bosnia and Herzegovina,"3,278,151","15,801",,471,,"9,619",,"5,711",,"4,820",144,"161,008",Europe,16.08.20,,73,4,"49,115"
76,Denmark,"5,794,779","15,483",,621,,"13,275",,"1,587",1,"2,672",107,"1,903,899",Europe,16.08.20,,76,4,"328,554"
74,S. Korea,"51,274,814","15,318",279,305,,"13,910",9,"1,103",13,299,6,"1,681,787",Asia,16.08.20,,74,3,"32,799"
77,Bulgaria,"6,941,575","14,333",,495,,"9,161",,"4,677",55,"2,065",71,"333,530",Europe,16.08.20,,77,4,"48,048"
78,Madagascar,"27,773,270","13,827",103,170,4,"12,424",192,"1,233",93,498,6,"52,321",Africa,16.08.20,,78,5,"1,884"
79,North Macedonia,"2,083,363","12,653",,539,,"9,123",,"2,991",4,"6,073",259,"125,128",Europe,16.08.20,,79,4,"60,061"
82,Sudan,"43,968,778","12,314",103,798,2,"6,350",10,"5,166",,280,18,401,Africa,16.08.20,,82,5,9
81,Senegal,"16,794,764","12,032",,251,,"7,637",,"4,144",57,716,15,"129,392",Africa,16.08.20,,81,5,"7,704"
86,Norway,"5,426,512","9,965",,261,,"8,857",,847,2,"1,836",48,"530,446",Europe,16.08.20,,86,4,"97,751"
87,DRC,"89,869,440","9,676",38,240,1,"8,705",108,731,,108,3,,Africa,16.08.20,,87,5,
80,Paraguay,"7,143,245","9,381",,127,,"5,841",,"3,413",40,"1,313",18,"151,427",South America,16.08.20,,80,2,"21,199"
88,Malaysia,"32,416,569","9,200",25,125,,"8,859",28,216,7,284,4,"1,114,246",Asia,16.08.20,,88,3,"34,373"
84,Zambia,"18,442,838","9,186",,260,,"8,065",,861,,498,14,"98,766",Africa,16.08.20,,84,5,"5,355"
90,French Guiana,"299,576","8,588",,53,,"7,893",,642,15,"28,667",177,"46,077",South America,16.08.20,,90,2,"153,807"
83,Lebanon,"6,821,472","8,442",,97,,"2,650",,"5,695",52,"1,238",14,"408,909",Asia,16.08.20,,83,3,"59,944"
89,Guinea,"13,173,696","8,343",,50,,"7,210",,"1,083",24,633,4,"14,407",Africa,16.08.20,,89,5,"1,094"
91,Gabon,"2,231,858","8,225",,51,,"6,277",,"1,897",1,"3,685",23,"100,298",Africa,16.08.20,,91,5,"44,939"
93,Tajikistan,"9,562,749","8,029",,64,,"6,815",,"1,150",,840,7,,Asia,16.08.20,,93,3,
95,Haiti,"11,419,521","7,831",,196,,"5,235",,"2,400",,686,17,"18,933",North America,16.08.20,,95,1,"1,658"
85,Libya,"6,882,651","7,738",,145,,894,,"6,699",,"1,124",21,"75,827",Africa,16.08.20,,85,5,"11,017"
96,Finland,"5,541,815","7,731",11,333,,"7,050",,348,,"1,395",60,"467,080",Europe,16.08.20,,96,4,"84,283"
98,Luxembourg,"627,203","7,439",,123,,"6,500",,816,3,"11,861",196,"682,119",Europe,16.08.20,,98,4,"1,087,557"
94,Albania,"2,877,393","7,260",,225,,"3,746",,"3,289",16,"2,523",78,"45,402",Europe,16.08.20,,94,4,"15,779"
92,Greece,"10,416,427","6,858",,226,,"3,804",,"2,828",23,658,22,"715,503",Europe,16.08.20,,92,4,"68,690"
99,Mauritania,"4,663,743","6,693",,157,,"5,928",,608,3,"1,435",34,"58,147",Africa,16.08.20,,99,5,"12,468"
97,Croatia,"4,101,957","6,420",,165,,"5,193",,"1,062",10,"1,565",40,"136,280",Europe,16.08.20,,97,4,"33,223"
100,Maldives,"541,683","5,679",,22,,"3,208",,"2,449",12,"10,484",41,"94,865",Asia,16.08.20,,100,3,"175,130"
104,Djibouti,"989,740","5,367",,59,,"5,181",,127,,"5,423",60,"62,731",Africa,16.08.20,,104,5,"63,381"
101,Zimbabwe,"14,889,126","5,176",,130,,"2,047",,"2,999",,348,9,"149,748",Africa,16.08.20,,101,5,"10,058"
103,Malawi,"19,187,034","5,026",,157,,"2,623",,"2,246",4,262,8,"38,798",Africa,16.08.20,,103,5,"2,022"
105,Hungary,"9,657,184","4,916",39,608,1,"3,623",17,685,6,509,63,"378,608",Europe,16.08.20,,105,4,"39,205"
106,Equatorial Guinea,"1,408,141","4,821",,83,,"2,182",,"2,556",,"3,424",59,"44,356",Africa,16.08.20,,106,5,"31,500"
108,CAR,"4,839,820","4,652",,61,,"1,728",,"2,863",2,961,13,"29,930",Africa,16.08.20,,108,5,"6,184"
107,Hong Kong,"7,504,535","4,481",74,69,1,"3,548",60,864,27,597,9,"780,415",Asia,16.08.20,,107,3,"103,992"
110,Nicaragua,"6,634,200","4,115",,128,,"2,913",,"1,074",,620,19,,North America,16.08.20,,110,1,
109,Montenegro,"628,076","3,960",,75,,"2,830",,"1,055",,"6,305",119,"41,951",Europe,16.08.20,,109,4,"66,793"
102,Namibia,"2,546,397","3,907",,35,,"2,352",,"1,520",14,"1,534",14,"40,397",Africa,16.08.20,,102,5,"15,864"
111,Eswatini,"1,161,643","3,745",,69,,"2,268",,"1,408",10,"3,224",59,"28,380",Africa,16.08.20,,111,5,"24,431"
112,Congo,"5,533,856","3,745",,60,,"1,625",,"2,060",,677,11,,Africa,16.08.20,,112,5,
116,Thailand,"69,822,189","3,377",1,58,,"3,194",1,125,1,48,0.8,"749,213",Asia,16.08.20,,116,3,"10,730"
113,Cuba,"11,325,729","3,292",,88,,"2,568",,636,3,291,8,"324,043",North America,16.08.20,,113,1,"28,611"
119,Somalia,"15,943,958","3,250",,93,,"2,268",,889,2,204,6,,Africa,16.08.20,,119,5,
115,Cabo Verde,"556,729","3,163",,34,,"2,302",,827,,"5,681",61,"61,633",Africa,16.08.20,,115,5,"110,706"
120,Mayotte,"273,581","3,119",,39,,"2,940",,140,1,"11,401",143,"13,000",Africa,16.08.20,,120,5,"47,518"
114,Suriname,"587,283","2,961",,42,,"1,990",,929,15,"5,042",72,"4,449",South America,16.08.20,,114,2,"7,576"
117,Slovakia,"5,459,980","2,902",47,31,,"1,969",,902,6,532,6,"294,838",Europe,16.08.20,,117,4,"54,000"
121,Sri Lanka,"21,424,565","2,890",,11,,"2,666",,213,1,135,0.5,"166,737",Asia,16.08.20,,121,3,"7,783"
118,Mozambique,"31,355,578","2,791",,19,,"1,136",,"1,636",,89,0.6,"76,614",Africa,16.08.20,,118,5,"2,443"
124,Mali,"20,317,302","2,614",,125,,"1,986",,503,,129,6,"31,412",Africa,16.08.20,,124,5,"1,546"
127,South Sudan,"11,209,798","2,488",,47,,"1,175",,"1,266",,222,4,"12,044",Africa,16.08.20,,127,5,"1,074"
126,Slovenia,"2,078,975","2,416",15,129,,"2,051",9,236,2,"1,162",62,"143,295",Europe,16.08.20,,126,4,"68,926"
125,Lithuania,"2,717,194","2,416",30,81,,"1,704",,631,6,889,30,"578,700",Europe,16.08.20,,125,4,"212,977"
122,Rwanda,"12,989,465","2,352",,8,,"1,631",,713,,181,0.6,"329,474",Africa,16.08.20,,122,5,"25,365"
129,Estonia,"1,326,649","2,190",6,63,,"1,976",,151,,"1,651",47,"134,552",Europe,16.08.20,,129,4,"101,422"
131,Guinea-Bissau,"1,973,424","2,117",,33,,"1,015",,"1,069",5,"1,073",17,"1,500",Africa,16.08.20,,131,5,760
134,Benin,"12,159,811","2,063",,39,,"1,690",,334,,170,3,"107,057",Africa,16.08.20,,134,5,"8,804"
123,Tunisia,"11,833,840","2,023",,54,,"1,327",,642,9,171,5,"111,517",Africa,16.08.20,,123,5,"9,424"
135,Iceland,"341,520","1,999",,10,,"1,870",,119,1,"5,853",29,"177,586",Europe,16.08.20,,135,4,"519,987"
136,Sierra Leone,"7,996,165","1,954",,69,,"1,505",,380,,244,9,,Africa,16.08.20,,136,5,
133,Angola,"32,981,559","1,879",,86,,628,,"1,165",20,57,3,"64,747",Africa,16.08.20,,133,5,"1,963"
137,Yemen,"29,903,087","1,858",,528,,"1,013",,317,,62,18,120,Asia,16.08.20,,137,3,4
128,Gambia,"2,424,430","1,689",,54,,347,,"1,288",,697,22,"6,312",Africa,16.08.20,,128,5,"2,603"
139,New Zealand,"5,002,100","1,622",13,22,,"1,531",,69,3,324,4,"571,942",Australia/Oceania,16.08.20,,139,,"114,340"
132,Syria,"17,550,085","1,593",,60,,408,,"1,125",,91,3,,Asia,16.08.20,,132,3,
143,Uruguay,"3,475,251","1,434",,38,,"1,194",,202,4,413,11,"144,228",South America,16.08.20,,143,2,"41,501"
130,Uganda,"45,903,545","1,434",,13,,"1,142",,279,,31,0.3,"312,792",Africa,16.08.20,,130,5,"6,814"
140,Malta,"441,692","1,348",,9,,782,,557,3,"3,052",20,"154,522",Europe,16.08.20,,140,4,"349,841"
141,Jordan,"10,215,627","1,339",,11,,"1,229",,99,3,131,1,"686,351",Asia,16.08.20,,141,3,"67,186"
146,Georgia,"3,988,180","1,336",15,17,,"1,088",,231,,335,4,"301,183",Asia,16.08.20,,146,3,"75,519"
144,Cyprus,"1,208,454","1,332",,20,,870,,442,5,"1,102",17,"239,630",Asia,16.08.20,,144,3,"198,295"
147,Latvia,"1,883,427","1,322",7,32,,"1,078",,212,,702,17,"225,636",Europe,16.08.20,,147,4,"119,801"
150,Liberia,"5,071,549","1,257",,82,,788,,387,,248,16,,Africa,16.08.20,,150,5,
